Class,ativ_recomendada,frequencia,cod_ontologia,CART_REGRESSAO_RESULTADO,BINOMIAL_REGRESSAO_RESULTADO,MARS_REGRESSAO_RESULTADO,NNET_REGRESSAO_RESULTADO,SVM_REGRESSAO_RESULTADO,CART_CLASSIFICACAO_RESULTADO,NAIVE_BAYES_CLASSIFICACAO,NNET_CLASSIFICACAO_RESULTADO,SVM_CLASSIFICACAO_RESULTADO,KNN_CLASSIFICACAO_RESULTADO
0,blastddbj,3,32,1,1,1,0,0,0,0,0,0,1
0,flattenlist,3,32,1,1,1,0,0,0,0,0,0,1
0,runcensor,1,32,1,1,1,0,1,0,0,0,0,1
0,getxmlresult,14,32,1,1,1,0,0,0,0,0,0,1
0,sss,2,32,1,1,1,0,1,0,0,0,0,1
0,sequences,8,32,1,1,1,0,0,0,0,0,0,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
1,jobid,29,1697,1,1,1,0,1,0,1,0,1,1
0,getfastauniprotentry,6,1697,1,1,1,0,1,1,1,0,1,1
0,runfasta,2,1697,1,1,1,0,0,1,1,0,1,1
0,sequence,6,1697,1,1,1,0,1,1,1,0,1,1
0,runclustalw2,5,1697,1,1,1,0,1,0,1,0,1,1
0,bytetostring,4,1697,1,1,1,0,0,0,0,0,0,1
0,contentlist,15,1697,1,1,1,0,1,0,0,0,1,1
0,seqret,9,1697,1,1,1,0,1,1,1,0,1,1
0,ddbjaccession,5,1697,1,1,1,0,1,1,0,0,0,1
0,bioinformaticsparameter,6,1697,1,1,1,0,1,0,0,0,0,1
0,parametersxml,5,1697,1,1,1,0,0,0,0,0,0,1
0,msa,2,1697,1,1,1,0,0,0,0,0,0,1
0,unpackoutput,5,1697,1,1,1,0,0,0,0,0,0,1
0,searchdatabase,10,1697,1,1,1,0,0,0,0,0,0,1
0,blastprogram,7,1697,1,1,1,0,1,0,0,0,0,1
0,runinterproscan,7,1697,1,1,1,0,0,0,0,0,0,1
0,sequenceorid,24,1697,1,1,1,0,0,0,0,0,1,1
0,email,9,1697,1,1,1,0,0,0,0,0,0,1
0,idlist,6,1697,1,1,1,0,1,0,0,0,0,1
0,unpackxmlresult,11,1697,1,1,1,0,1,0,0,0,0,1
0,searchsimple,7,1697,1,1,1,0,1,0,0,0,0,1
0,contentslist,14,1697,1,1,1,0,0,0,0,0,0,1
0,getoutput,5,1697,1,1,1,0,1,0,0,0,0,1
0,getids,5,1697,1,1,1,0,1,0,0,0,0,1
0,getuniquehomolog,1,1697,1,1,1,0,1,0,0,0,0,1
0,getfastaddbjentry,5,1697,1,1,1,0,1,0,0,0,0,1
0,checkstatus,29,1697,1,1,1,0,1,0,0,0,1,1
0,runblastpgp,1,1697,1,1,1,0,0,0,0,0,0,1
0,unpacktextresult,12,1697,1,1,1,0,1,0,0,0,0,1
0,sequencedatabase,8,1697,1,1,1,0,1,0,0,0,0,1
0,jobparams,26,1697,1,1,1,0,0,0,0,0,0,1
0,runncbiblast,3,1697,1,1,1,0,1,0,0,0,0,1
0,gettextresult,16,1697,1,1,1,0,0,0,0,0,0,1
0,runphobius,3,1697,1,1,1,0,1,0,0,0,0,1
0,getalignment,5,1697,1,1,1,0,0,0,0,0,0,1
0,fetchbatch,6,1697,1,1,1,0,0,0,0,0,0,1
0,tmap,4,1697,1,1,1,0,1,0,0,0,0,1
0,jobid,29,1697,1,1,1,0,1,0,0,0,1,1
0,xpathfromtext,2,1697,1,1,1,0,1,0,0,0,0,1
0,bioinformaticsprogram,8,1697,1,1,1,0,1,0,0,0,0,1
0,uniprotaccession,6,1697,1,1,1,0,1,0,0,0,0,1
0,sequenceoridorgi,2,1697,1,1,1,0,1,0,0,0,0,1
0,fetchdata,8,1697,1,1,1,0,0,0,0,0,0,1
0,database,10,1697,1,1,1,0,1,0,0,0,0,1
0,runwublast,4,1697,1,1,1,0,1,0,0,0,0,1
0,ebiwublast,2,1697,1,1,1,0,1,0,0,0,0,1
0,formatlistfordbfetch,6,1697,1,1,1,0,0,0,0,0,0,1
0,inputdata,26,1697,1,1,1,0,0,0,0,0,0,1
0,ebiinterproscan,3,1697,1,1,1,0,1,0,0,0,0,1
0,issequence,7,1697,1,1,1,0,0,0,0,0,0,1
0,emailaddress,25,1697,1,1,1,0,1,0,0,0,0,1
0,isdone,29,1697,1,1,1,0,0,0,0,0,0,1
0,unpackalignment,5,1697,1,1,1,0,0,0,0,0,0,1
0,program,6,1697,1,1,1,0,1,0,0,0,0,1
0,blastddbj,3,1697,1,1,1,0,0,0,0,0,0,1
0,flattenlist,3,1697,1,1,1,0,0,0,0,0,0,1
0,runcensor,1,1697,1,1,1,0,1,0,0,0,0,1
0,getxmlresult,14,1697,1,1,1,0,0,0,0,0,0,1
0,sss,2,1697,1,1,1,0,1,0,0,0,0,1
0,sequences,8,1697,1,1,1,0,0,0,0,0,0,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
1,jobid,29,32,1,0,1,1,1,1,1,1,1,1
0,getfastauniprotentry,6,32,1,0,1,0,1,0,1,1,1,1
0,runfasta,2,32,1,0,1,1,0,0,0,1,0,1
0,sequence,6,32,1,0,1,1,0,0,1,1,1,1
0,runclustalw2,5,32,1,0,1,1,1,0,1,1,1,1
0,bytetostring,4,32,1,0,1,1,0,0,1,1,1,1
0,contentlist,15,32,1,0,1,0,0,0,0,1,0,1
0,seqret,9,32,1,0,1,0,1,0,1,1,0,1
0,ddbjaccession,5,32,1,0,1,0,1,0,0,1,0,1
0,bioinformaticsparameter,6,32,1,0,1,0,0,0,0,1,0,1
0,parametersxml,5,32,1,0,1,1,0,0,0,1,0,1
0,msa,2,32,1,0,1,0,0,0,0,1,0,1
0,unpackoutput,5,32,1,0,1,0,0,0,0,1,0,1
0,searchdatabase,10,32,1,0,1,0,0,0,0,1,0,1
0,blastprogram,7,32,1,0,1,0,0,0,0,1,0,1
0,runinterproscan,7,32,1,0,1,0,0,0,0,1,0,1
0,sequenceorid,24,32,1,0,1,0,0,0,0,0,0,1
0,email,9,32,1,0,1,0,0,0,0,0,0,1
0,idlist,6,32,1,0,1,0,0,0,0,0,0,1
0,unpackxmlresult,11,32,1,0,1,0,0,0,0,0,0,1
0,searchsimple,7,32,1,0,1,0,0,0,0,1,0,1
0,contentslist,14,32,1,0,1,0,0,0,0,0,0,1
0,getoutput,5,32,1,0,1,0,0,0,0,0,0,1
0,getids,5,32,1,0,1,0,0,0,0,0,0,1
0,getuniquehomolog,1,32,1,0,1,0,0,0,0,0,0,1
0,getfastaddbjentry,5,32,1,0,1,0,0,0,0,0,0,1
0,checkstatus,29,32,1,0,1,0,0,0,0,0,0,1
0,runblastpgp,1,32,1,0,1,0,0,0,0,0,0,1
0,unpacktextresult,12,32,1,0,1,0,0,0,0,0,0,1
0,sequencedatabase,8,32,1,0,1,0,0,0,0,0,0,1
0,jobparams,26,32,1,0,1,0,0,0,0,0,0,1
0,runncbiblast,3,32,1,0,1,0,0,0,0,0,0,1
0,gettextresult,16,32,1,0,1,0,0,0,0,0,0,1
0,runphobius,3,32,1,0,1,0,0,0,0,0,0,1
0,getalignment,5,32,1,0,1,0,0,0,0,0,0,1
0,fetchbatch,6,32,1,0,1,0,0,0,0,0,0,1
0,tmap,4,32,1,0,1,0,0,0,0,0,0,1
0,jobid,29,32,1,0,1,0,1,0,0,1,0,1
0,xpathfromtext,2,32,1,0,1,0,0,0,0,0,0,1
0,bioinformaticsprogram,8,32,1,0,1,0,0,0,0,0,0,1
0,uniprotaccession,6,32,1,0,1,0,0,0,0,0,0,1
0,sequenceoridorgi,2,32,1,0,1,0,0,0,0,0,0,1
0,fetchdata,8,32,1,0,1,0,0,0,0,0,0,1
0,database,10,32,1,0,1,0,0,0,0,0,0,1
0,runwublast,4,32,1,0,1,0,0,0,0,0,0,1
0,ebiwublast,2,32,1,0,1,0,0,0,0,0,0,1
0,formatlistfordbfetch,6,32,1,0,1,0,0,0,0,0,0,1
0,inputdata,26,32,1,0,1,0,0,0,0,0,0,1
0,ebiinterproscan,3,32,1,0,1,0,0,0,0,0,0,1
0,issequence,7,32,1,0,1,0,0,0,0,0,0,1
0,emailaddress,25,32,1,0,1,0,0,0,0,0,0,1
0,isdone,29,32,1,0,1,0,0,0,0,0,0,1
0,unpackalignment,5,32,1,0,1,0,0,0,0,0,0,1
0,program,6,32,1,0,1,0,1,0,0,0,0,1
0,blastddbj,3,32,1,0,1,0,0,0,0,0,0,1
0,flattenlist,3,32,1,0,1,0,0,0,0,0,0,1
0,runcensor,1,32,1,0,1,0,1,0,0,0,0,1
0,getxmlresult,14,32,1,0,1,0,1,0,0,0,0,1
0,sss,2,32,1,0,1,0,1,0,0,1,0,1
0,sequences,8,32,1,0,1,0,0,0,0,0,0,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
1,jobid,29,32,1,1,1,1,1,1,1,1,1,1
0,getfastauniprotentry,6,32,1,1,1,0,1,0,1,1,1,1
0,runfasta,2,32,1,1,1,0,0,0,0,1,0,1
0,sequence,6,32,1,1,1,1,0,0,1,1,1,1
0,runclustalw2,5,32,1,1,1,0,0,0,0,1,1,1
0,bytetostring,4,32,1,1,1,0,0,0,0,1,1,1
0,contentlist,15,32,1,1,1,0,0,0,0,1,0,1
0,seqret,9,32,1,1,1,0,1,0,0,1,0,1
0,ddbjaccession,5,32,1,1,1,0,0,0,0,1,0,1
0,bioinformaticsparameter,6,32,1,1,1,0,0,0,0,1,0,1
0,parametersxml,5,32,1,1,1,0,0,0,0,1,0,1
0,msa,2,32,1,1,1,0,0,0,0,1,0,1
0,unpackoutput,5,32,1,1,1,0,0,0,0,1,0,1
0,searchdatabase,10,32,1,1,1,0,0,0,0,1,0,1
0,blastprogram,7,32,1,1,1,0,0,0,0,1,0,1
0,runinterproscan,7,32,1,1,1,0,0,0,0,1,0,1
0,sequenceorid,24,32,1,1,1,0,0,0,0,0,0,1
0,email,9,32,1,1,1,0,0,0,0,0,0,1
0,idlist,6,32,1,1,1,0,0,0,0,0,0,1
0,unpackxmlresult,11,32,1,1,1,0,0,0,0,0,0,1
0,searchsimple,7,32,1,1,1,0,0,0,0,1,0,1
0,contentslist,14,32,1,1,1,0,0,0,0,0,0,1
0,getoutput,5,32,1,1,1,0,0,0,0,0,0,1
0,getids,5,32,1,1,1,0,0,0,0,0,0,1
0,getuniquehomolog,1,32,1,1,1,0,0,0,0,0,0,1
0,getfastaddbjentry,5,32,1,1,1,0,0,0,0,0,0,1
0,checkstatus,29,32,1,1,1,0,0,0,0,0,0,1
0,runblastpgp,1,32,1,1,1,0,0,0,0,0,0,1
0,unpacktextresult,12,32,1,1,1,0,0,0,0,0,0,1
0,sequencedatabase,8,32,1,1,1,0,0,0,0,0,0,1
0,jobparams,26,32,1,1,1,0,0,0,0,0,0,1
0,runncbiblast,3,32,1,1,1,0,0,0,0,0,0,1
0,gettextresult,16,32,1,1,1,0,0,0,0,0,0,1
0,runphobius,3,32,1,1,1,0,0,0,0,0,0,1
0,getalignment,5,32,1,1,1,0,0,0,0,0,0,1
0,fetchbatch,6,32,1,1,1,0,0,0,0,0,0,1
0,tmap,4,32,1,1,1,0,0,0,0,0,0,1
0,jobid,29,32,1,1,1,0,1,0,0,1,0,1
0,xpathfromtext,2,32,1,1,1,0,0,0,0,0,0,1
0,bioinformaticsprogram,8,32,1,1,1,0,0,0,0,0,0,1
0,uniprotaccession,6,32,1,1,1,0,0,0,0,0,0,1
0,sequenceoridorgi,2,32,1,1,1,0,0,0,0,0,0,1
0,fetchdata,8,32,1,1,1,0,0,0,0,0,0,1
0,database,10,32,1,1,1,0,0,0,0,0,0,1
0,runwublast,4,32,1,1,1,0,0,0,0,0,0,1
0,ebiwublast,2,32,1,1,1,0,0,0,0,0,0,1
0,formatlistfordbfetch,6,32,1,1,1,0,0,0,0,0,0,1
0,inputdata,26,32,1,1,1,0,0,0,0,0,0,1
0,ebiinterproscan,3,32,1,1,1,0,0,0,0,0,0,1
0,issequence,7,32,1,1,1,0,0,0,0,0,0,1
0,emailaddress,25,32,1,1,1,0,0,0,0,0,0,1
0,isdone,29,32,1,1,1,0,0,0,0,0,0,1
0,unpackalignment,5,32,1,1,1,0,0,0,0,0,0,1
0,program,6,32,1,1,1,0,1,0,0,1,0,1
0,blastddbj,3,32,1,1,1,0,0,0,0,0,0,1
0,flattenlist,3,32,1,1,1,0,0,0,0,1,0,1
0,runcensor,1,32,1,1,1,0,1,0,0,0,0,1
0,getxmlresult,14,32,1,1,1,0,1,0,0,0,0,1
0,sss,2,32,1,1,1,0,1,0,0,1,0,1
0,sequences,8,32,1,1,1,0,0,0,0,1,0,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
1,jobid,29,199,1,1,1,1,1,1,1,1,1,1
0,getfastauniprotentry,6,199,1,0,1,0,1,0,1,1,0,1
0,runfasta,2,199,1,0,1,0,0,0,0,1,0,1
0,sequence,6,199,1,0,1,1,0,0,1,1,1,1
0,runclustalw2,5,199,1,0,1,0,0,0,1,1,0,1
0,bytetostring,4,199,1,0,1,0,0,0,0,1,0,1
0,contentlist,15,199,1,0,1,0,0,0,0,1,1,1
0,seqret,9,199,1,0,1,1,1,0,1,1,1,1
0,ddbjaccession,5,199,1,0,1,0,1,0,0,1,0,1
0,bioinformaticsparameter,6,199,1,0,1,1,0,0,0,1,0,1
0,parametersxml,5,199,1,0,1,1,0,0,0,1,0,1
0,msa,2,199,1,0,1,0,0,0,0,1,0,1
0,unpackoutput,5,199,1,0,1,0,0,0,0,1,0,1
0,searchdatabase,10,199,1,0,1,1,0,0,0,1,0,1
0,blastprogram,7,199,1,0,1,0,0,0,0,1,0,1
0,runinterproscan,7,199,1,0,1,1,0,0,0,1,0,1
0,sequenceorid,24,199,1,0,1,0,0,0,0,0,0,1
0,email,9,199,1,0,1,0,0,0,0,0,0,1
0,idlist,6,199,1,0,1,0,0,0,0,0,0,1
0,unpackxmlresult,11,199,1,0,1,0,0,0,0,0,0,1
0,searchsimple,7,199,1,0,1,1,1,0,0,1,0,1
0,contentslist,14,199,1,0,1,0,0,0,0,0,0,1
