idunico,CARTR,BINOMIALR,MARSR,NNETR,SVMR,CARTC,NAIVEC,NNETC,SVMC,KNNC,Class
2034,58,58,58,23,33,28,6,23,8,58,1
2035,58,58,58,23,33,28,6,23,8,58,1
2036,58,58,58,23,33,28,6,23,8,58,1
2037,58,58,58,23,33,28,6,23,8,58,1
2038,58,58,58,23,33,28,6,23,8,58,1
2039,58,58,58,23,33,28,6,23,8,58,1
2040,58,58,58,23,33,28,6,23,8,58,1
2041,58,58,58,23,33,28,6,23,8,58,1
2042,58,58,58,23,33,28,6,23,8,58,1
2043,58,58,58,23,33,28,6,23,8,58,1
2044,58,58,58,23,33,28,6,23,8,58,1
2045,58,58,58,23,33,28,6,23,8,58,1
2046,58,58,58,23,33,28,6,23,8,58,1
2047,58,58,58,23,33,28,6,23,8,58,1
2048,58,58,58,23,33,28,6,23,8,58,1
2049,58,58,58,23,33,28,6,23,8,58,1
2050,58,58,58,23,33,28,6,23,8,58,1
2051,58,58,58,23,33,28,6,23,8,58,1
2052,58,58,58,23,33,28,6,23,8,58,1
2053,58,58,58,23,33,28,6,23,8,58,1
2054,58,58,58,23,33,28,6,23,8,58,1
2055,58,58,58,23,33,28,6,23,8,58,1
2056,58,58,58,23,33,28,6,23,8,58,1
2057,58,58,58,23,33,28,6,23,8,58,1
2058,58,58,58,23,33,28,6,23,8,58,1
2059,58,58,58,23,33,28,6,23,8,58,1
2060,58,58,58,23,33,28,6,23,8,58,1
2061,58,58,58,23,33,28,6,23,8,58,1
2062,58,58,58,23,33,28,6,23,8,58,1
2063,58,58,58,23,33,28,6,23,8,58,1
2064,58,58,58,23,33,28,6,23,8,58,1
2065,58,58,58,23,33,28,6,23,8,58,1
2066,93,229,4,243,99,259,155,74,155,115,0
2067,46,78,60,272,88,171,27,174,196,111,0
2068,1,251,80,252,142,31,124,252,112,152,0
2069,110,35,52,158,139,102,95,46,211,153,0
2070,234,90,250,262,128,197,215,10,270,21,0
2071,259,209,30,41,47,234,167,73,122,53,0
2072,156,236,134,160,111,268,262,41,10,63,0
2073,158,94,194,223,191,104,257,193,85,222,0
2074,238,75,167,278,139,158,123,126,195,218,0
2075,139,0,62,33,200,204,266,187,81,40,0
2076,72,233,64,83,136,134,49,15,17,31,0
2077,248,60,217,44,126,257,102,262,24,173,0
2078,55,256,260,28,273,90,240,37,146,200,0
2079,257,8,164,1,37,37,270,75,69,63,0
2080,13,92,131,128,250,260,260,134,25,278,0
2081,249,75,165,237,104,66,171,251,250,109,0
2082,1,149,97,108,274,114,256,88,26,82,0
2083,31,181,57,59,65,45,189,239,99,58,0
2084,128,2,76,115,83,271,132,272,182,121,0
2085,258,225,21,79,13,216,224,233,175,167,0
2086,151,167,209,148,272,193,191,113,207,121,0
2087,130,239,168,237,187,163,100,232,130,201,0
2088,142,192,212,21,57,106,194,144,200,169,0
2089,196,255,49,134,257,56,79,250,9,246,0
2090,74,134,82,220,53,115,244,5,92,166,0
2091,249,249,8,147,187,84,89,218,260,137,0
2092,271,23,212,180,156,235,243,45,153,136,0
2093,268,265,180,82,1,130,203,241,249,190,0
2094,183,163,27,133,184,207,13,156,169,91,0
2095,133,102,192,270,227,266,101,178,210,64,0
2096,3,26,194,93,16,66,19,47,157,195,0
2097,207,74,154,245,76,168,202,279,148,175,0
2098,229,82,148,60,152,179,214,29,78,240,0
2099,42,244,129,162,96,248,153,240,147,198,0
2100,128,196,130,60,103,159,176,102,225,7,0
2101,102,122,210,25,50,133,187,50,247,32,0
2102,45,255,248,182,271,52,73,52,70,89,0
2103,237,19,167,89,278,58,196,36,28,107,0
2104,193,101,189,160,107,125,117,55,140,230,0
2105,50,145,141,124,239,112,40,29,123,230,0
2106,88,58,133,58,39,141,159,46,204,10,0
2107,28,212,32,66,86,279,107,259,96,101,0
2108,40,59,117,10,249,27,4,168,136,129,0
2109,249,178,220,45,17,176,140,181,129,213,0
2110,219,220,170,44,200,109,149,241,88,45,0
2111,136,36,91,134,203,167,136,72,266,33,0
2112,69,67,6,44,271,127,50,112,122,220,0
2113,159,98,253,222,77,239,150,247,230,179,0
2114,190,136,128,95,16,91,136,22,11,256,0
2115,237,192,257,47,272,55,251,61,190,143,0
2116,68,151,79,59,135,3,142,242,77,207,0
2117,197,193,15,97,189,106,36,173,239,249,0
2118,119,37,114,263,97,202,9,104,22,89,0
2119,72,55,183,193,99,130,51,17,43,168,0
2120,274,279,110,270,208,98,226,97,35,73,0
2121,78,69,57,140,20,260,32,120,127,11,0
2122,235,225,117,46,6,183,145,252,223,3,0
2123,208,69,241,43,69,223,6,41,155,200,0
2124,96,154,215,278,220,226,88,123,251,236,0
2125,58,23,58,6,9,1,6,18,5,58,1
2126,58,23,58,6,9,1,6,18,5,58,1
2127,58,23,58,6,9,1,6,18,5,58,1
2128,58,23,58,6,9,1,6,18,5,58,1
2129,58,23,58,6,9,1,6,18,5,58,1
2130,58,23,58,6,9,1,6,18,5,58,1
2131,58,23,58,6,9,1,6,18,5,58,1
2132,58,23,58,6,9,1,6,18,5,58,1
2133,58,23,58,6,9,1,6,18,5,58,1
2134,58,23,58,6,9,1,6,18,5,58,1
2135,58,23,58,6,9,1,6,18,5,58,1
2136,58,23,58,6,9,1,6,18,5,58,1
2137,58,23,58,6,9,1,6,18,5,58,1
2138,58,23,58,6,9,1,6,18,5,58,1
2139,58,23,58,6,9,1,6,18,5,58,1
2140,58,23,58,6,9,1,6,18,5,58,1
2141,58,23,58,6,9,1,6,18,5,58,1
2142,58,23,58,6,9,1,6,18,5,58,1
2143,58,23,58,6,9,1,6,18,5,58,1
2144,58,23,58,6,9,1,6,18,5,58,1
2145,58,23,58,6,9,1,6,18,5,58,1
2146,58,23,58,6,9,1,6,18,5,58,1
2147,58,23,58,6,9,1,6,18,5,58,1
2148,58,23,58,6,9,1,6,18,5,58,1
2149,58,23,58,6,9,1,6,18,5,58,1
2150,58,23,58,6,9,1,6,18,5,58,1
2151,58,23,58,6,9,1,6,18,5,58,1
2152,58,23,58,6,9,1,6,18,5,58,1
2153,58,23,58,6,9,1,6,18,5,58,1
2154,58,23,58,6,9,1,6,18,5,58,1
2155,58,23,58,6,9,1,6,18,5,58,1
2156,58,23,58,6,9,1,6,18,5,58,1
2157,58,23,58,6,9,1,6,18,5,58,1
2158,58,23,58,6,9,1,6,18,5,58,1
2159,58,23,58,6,9,1,6,18,5,58,1
2160,58,23,58,6,9,1,6,18,5,58,1
2161,58,23,58,6,9,1,6,18,5,58,1
2162,58,23,58,6,9,1,6,18,5,58,1
2163,58,23,58,6,9,1,6,18,5,58,1
2164,58,23,58,6,9,1,6,18,5,58,1
2165,58,23,58,6,9,1,6,18,5,58,1
2166,58,23,58,6,9,1,6,18,5,58,1
2167,58,23,58,6,9,1,6,18,5,58,1
2168,58,23,58,6,9,1,6,18,5,58,1
2169,58,23,58,6,9,1,6,18,5,58,1
2170,58,23,58,6,9,1,6,18,5,58,1
2171,58,23,58,6,9,1,6,18,5,58,1
2172,58,23,58,6,9,1,6,18,5,58,1
2173,58,23,58,6,9,1,6,18,5,58,1
2174,58,23,58,6,9,1,6,18,5,58,1
2175,58,23,58,6,9,1,6,18,5,58,1
2176,58,23,58,6,9,1,6,18,5,58,1
2177,58,23,58,6,9,1,6,18,5,58,1
2178,58,23,58,6,9,1,6,18,5,58,1
2179,58,23,58,6,9,1,6,18,5,58,1
2180,58,23,58,6,9,1,6,18,5,58,1
2181,58,23,58,6,9,1,6,18,5,58,1
2182,58,23,58,6,9,1,6,18,5,58,1
2183,58,23,58,6,9,1,6,18,5,58,1
2184,220,124,118,255,96,168,62,101,35,149,0
2185,222,29,176,165,101,104,46,73,148,104,0
2186,221,60,192,181,167,256,276,257,81,118,0
2187,22,115,61,254,36,233,117,15,3,94,0
2188,62,40,276,43,255,229,179,162,124,101,0
2189,77,45,235,168,14,173,82,278,173,215,0
2190,59,75,276,136,134,223,111,233,57,273,0
2191,152,94,38,171,133,65,49,264,207,36,0
2192,21,122,256,251,18,225,152,143,260,38,0
2193,171,70,51,93,218,128,171,65,189,221,0
2194,144,97,210,18,55,272,189,11,171,218,0
2195,252,242,67,179,254,21,205,90,151,246,0
2196,233,234,266,36,228,41,100,86,224,264,0
2197,1,24,84,99,237,174,101,12,177,157,0
2198,17,96,111,225,139,3,212,145,80,79,0
2199,242,79,85,247,263,163,43,89,213,143,0
2200,192,202,247,197,163,124,116,37,212,195,0
2201,11,11,126,117,12,61,218,127,15,34,0
2202,184,84,67,141,36,272,101,137,131,139,0
2203,226,191,33,90,59,106,169,55,29,108,0
2204,48,104,241,169,270,189,214,121,194,259,0
2205,265,171,136,197,191,125,202,187,143,48,0
2206,249,162,151,176,198,227,33,18,241,176,0
2207,145,134,92,256,246,35,246,164,218,186,0
2208,192,274,24,82,61,111,210,266,170,66,0
2209,203,94,232,35,79,177,218,34,125,161,0
2210,103,28,55,199,166,79,14,125,265,215,0
2211,100,163,208,258,159,194,210,173,87,209,0
2212,34,82,221,206,268,193,71,180,114,154,0
2213,236,210,248,29,33,69,152,33,253,108,0
2214,251,273,231,225,61,77,18,215,268,100,0
2215,211,270,4,150,15,59,177,224,115,229,0
2216,43,57,209,83,79,169,115,201,40,106,0
2217,168,210,65,270,104,31,221,168,206,21,0
2218,29,134,145,180,142,68,86,235,117,268,0
2219,110,49,207,185,264,127,113,12,267,82,0
2220,96,125,273,92,110,131,91,274,243,78,0
2221,29,248,100,137,278,15,146,270,103,121,0
2222,177,250,277,252,19,271,149,218,1,16,0
2223,243,250,29,247,102,38,239,130,91,229,0
2224,162,53,253,99,170,137,126,253,117,1,0
2225,77,17,51,61,188,97,203,55,76,32,0
2226,99,83,191,221,259,252,122,205,143,250,0
2227,5,173,200,191,97,148,85,256,116,159,0
2228,115,97,84,263,206,1,62,125,99,85,0
2229,25,69,228,176,132,272,270,8,161,147,0
2230,155,12,13,61,279,57,204,142,25,44,0
2231,238,259,24,98,32,15,143,171,248,235,0
2232,143,148,265,101,255,44,46,246,226,142,0
2233,207,125,142,46,158,274,76,167,157,45,0
2234,33,104,205,53,120,159,261,68,153,181,0
2235,13,151,218,66,14,204,209,265,65,196,0
2236,59,172,104,160,188,266,253,224,155,229,0
2237,125,61,33,128,56,112,15,141,255,84,0
2238,137,109,131,151,2,25,78,6,173,253,0
2239,104,262,205,164,57,182,66,151,53,25,0
2240,96,206,121,243,142,169,145,41,8,80,0
2241,251,42,58,31,99,212,209,229,276,239,0
2242,255,100,48,191,267,43,37,133,179,174,0
2243,58,58,58,2,7,1,3,21,5,58,1
2244,58,58,58,2,7,1,3,21,5,58,1
2245,58,58,58,2,7,1,3,21,5,58,1
2246,58,58,58,2,7,1,3,21,5,58,1
2247,58,58,58,2,7,1,3,21,5,58,1
2248,58,58,58,2,7,1,3,21,5,58,1
2249,58,58,58,2,7,1,3,21,5,58,1
2250,58,58,58,2,7,1,3,21,5,58,1
2251,58,58,58,2,7,1,3,21,5,58,1
2252,58,58,58,2,7,1,3,21,5,58,1
2253,58,58,58,2,7,1,3,21,5,58,1
2254,58,58,58,2,7,1,3,21,5,58,1
2255,58,58,58,2,7,1,3,21,5,58,1
2256,58,58,58,2,7,1,3,21,5,58,1
2257,58,58,58,2,7,1,3,21,5,58,1
2258,58,58,58,2,7,1,3,21,5,58,1
2259,58,58,58,2,7,1,3,21,5,58,1
2260,58,58,58,2,7,1,3,21,5,58,1
2261,58,58,58,2,7,1,3,21,5,58,1
2262,58,58,58,2,7,1,3,21,5,58,1
2263,58,58,58,2,7,1,3,21,5,58,1
2264,58,58,58,2,7,1,3,21,5,58,1
2265,58,58,58,2,7,1,3,21,5,58,1
2266,58,58,58,2,7,1,3,21,5,58,1
2267,58,58,58,2,7,1,3,21,5,58,1
2268,58,58,58,2,7,1,3,21,5,58,1
2269,58,58,58,2,7,1,3,21,5,58,1
2270,58,58,58,2,7,1,3,21,5,58,1
2271,58,58,58,2,7,1,3,21,5,58,1
2272,58,58,58,2,7,1,3,21,5,58,1
2273,58,58,58,2,7,1,3,21,5,58,1
2274,58,58,58,2,7,1,3,21,5,58,1
2275,58,58,58,2,7,1,3,21,5,58,1
2276,58,58,58,2,7,1,3,21,5,58,1
2277,58,58,58,2,7,1,3,21,5,58,1
2278,58,58,58,2,7,1,3,21,5,58,1
2279,58,58,58,2,7,1,3,21,5,58,1
2280,58,58,58,2,7,1,3,21,5,58,1
2281,58,58,58,2,7,1,3,21,5,58,1
2282,58,58,58,2,7,1,3,21,5,58,1
2283,58,58,58,2,7,1,3,21,5,58,1
2284,58,58,58,2,7,1,3,21,5,58,1
2285,58,58,58,2,7,1,3,21,5,58,1
2286,58,58,58,2,7,1,3,21,5,58,1
2287,58,58,58,2,7,1,3,21,5,58,1
2288,58,58,58,2,7,1,3,21,5,58,1
2289,58,58,58,2,7,1,3,21,5,58,1
2290,58,58,58,2,7,1,3,21,5,58,1
2291,58,58,58,2,7,1,3,21,5,58,1
2292,58,58,58,2,7,1,3,21,5,58,1
2293,58,58,58,2,7,1,3,21,5,58,1
2294,58,58,58,2,7,1,3,21,5,58,1
2295,58,58,58,2,7,1,3,21,5,58,1
2296,58,58,58,2,7,1,3,21,5,58,1
2297,58,58,58,2,7,1,3,21,5,58,1
2298,58,58,58,2,7,1,3,21,5,58,1
2299,58,58,58,2,7,1,3,21,5,58,1
2300,58,58,58,2,7,1,3,21,5,58,1
2301,58,58,58,2,7,1,3,21,5,58,1
2302,188,4,255,47,86,233,243,198,253,155,0
2303,153,236,12,42,56,269,268,189,197,4,0
2304,12,91,204,272,149,235,11,236,39,95,0
2305,275,221,219,27,180,220,111,148,108,235,0
2306,255,243,44,28,278,208,112,173,248,68,0
2307,224,216,83,14,15,239,34,167,223,165,0
2308,109,34,23,223,273,91,211,49,151,184,0
2309,86,109,4,116,95,134,125,88,229,202,0
2310,84,213,279,110,51,205,189,84,76,151,0
2311,125,248,234,96,75,40,16,15,216,121,0
2312,212,233,69,142,136,163,252,164,61,166,0
2313,227,201,188,277,127,82,162,242,25,140,0
2314,118,214,271,210,43,111,105,69,85,267,0
2315,126,18,242,115,115,205,54,260,144,43,0
2316,10,271,175,141,131,167,242,168,130,74,0
2317,47,169,254,105,178,279,50,66,16,145,0
2318,211,189,171,94,19,139,127,139,75,33,0
2319,7,270,257,125,229,82,229,128,237,84,0
2320,9,25,172,81,61,11,210,258,37,252,0
2321,65,272,240,198,225,186,180,83,26,109,0
2322,211,73,109,179,212,205,95,180,200,76,0
2323,195,33,274,236,203,144,122,88,203,65,0
2324,190,211,26,134,221,204,182,153,178,8,0
2325,162,144,57,254,198,204,57,3,68,48,0
2326,174,278,122,28,114,69,65,152,159,214,0
2327,241,102,251,242,214,16,193,267,132,177,0
2328,232,159,130,224,186,268,14,182,35,211,0
2329,125,161,116,26,157,57,259,137,73,223,0
2330,193,199,24,222,247,212,170,1,166,6,0
2331,160,28,58,234,135,175,138,232,153,205,0
2332,222,122,0,235,109,173,223,267,251,85,0
2333,0,200,163,79,107,204,231,71,185,253,0
2334,273,162,110,95,220,238,132,275,52,110,0
2335,210,132,15,50,33,234,78,187,174,8,0
2336,68,219,184,0,210,3,184,198,69,94,0
2337,40,233,125,155,50,78,178,208,190,151,0
2338,149,153,119,185,208,160,210,251,219,127,0
2339,172,250,116,97,72,25,18,158,25,78,0
2340,150,165,58,192,55,108,128,92,233,138,0
2341,256,39,105,166,274,110,175,273,10,249,0
2342,96,61,127,182,126,161,65,225,39,157,0
2343,108,249,215,96,60,254,75,97,187,143,0
2344,219,194,78,176,19,184,217,48,142,143,0
2345,154,152,192,51,225,263,230,33,113,163,0
2346,268,211,171,43,259,171,40,47,204,223,0
2347,17,65,6,50,109,117,264,108,22,122,0
2348,243,87,80,181,79,274,39,187,217,59,0
2349,172,276,126,109,131,15,134,2,77,272,0
2350,175,65,69,47,37,16,192,10,43,221,0
2351,78,170,233,22,56,179,243,89,53,228,0
2352,89,277,141,127,256,239,120,227,148,241,0
2353,228,60,96,244,122,100,100,143,180,19,0
2354,50,176,173,242,189,38,141,214,238,9,0
2355,127,15,108,34,48,128,39,236,134,73,0
2356,105,124,43,239,258,252,93,262,31,74,0
2357,60,69,47,232,207,71,33,85,139,138,0
2358,204,257,241,256,21,45,122,219,231,264,0
2359,105,102,90,119,278,206,130,220,3,15,0
2360,99,215,4,259,134,186,144,269,147,13,0
2361,58,1,58,9,13,1,5,25,4,58,1
2362,58,1,58,9,13,1,5,25,4,58,1
2363,58,1,58,9,13,1,5,25,4,58,1
2364,58,1,58,9,13,1,5,25,4,58,1
2365,58,1,58,9,13,1,5,25,4,58,1
2366,58,1,58,9,13,1,5,25,4,58,1
2367,58,1,58,9,13,1,5,25,4,58,1
2368,58,1,58,9,13,1,5,25,4,58,1
2369,58,1,58,9,13,1,5,25,4,58,1
2370,58,1,58,9,13,1,5,25,4,58,1
2371,58,1,58,9,13,1,5,25,4,58,1
2372,58,1,58,9,13,1,5,25,4,58,1
2373,58,1,58,9,13,1,5,25,4,58,1
2374,58,1,58,9,13,1,5,25,4,58,1
2375,58,1,58,9,13,1,5,25,4,58,1
2376,58,1,58,9,13,1,5,25,4,58,1
2377,58,1,58,9,13,1,5,25,4,58,1
2378,58,1,58,9,13,1,5,25,4,58,1
2379,58,1,58,9,13,1,5,25,4,58,1
2380,58,1,58,9,13,1,5,25,4,58,1
2381,58,1,58,9,13,1,5,25,4,58,1
2382,58,1,58,9,13,1,5,25,4,58,1
2383,58,1,58,9,13,1,5,25,4,58,1
2384,58,1,58,9,13,1,5,25,4,58,1
2385,58,1,58,9,13,1,5,25,4,58,1
2386,58,1,58,9,13,1,5,25,4,58,1
2387,58,1,58,9,13,1,5,25,4,58,1
2388,58,1,58,9,13,1,5,25,4,58,1
2389,58,1,58,9,13,1,5,25,4,58,1
2390,58,1,58,9,13,1,5,25,4,58,1
2391,58,1,58,9,13,1,5,25,4,58,1
2392,58,1,58,9,13,1,5,25,4,58,1
2393,58,1,58,9,13,1,5,25,4,58,1
2394,58,1,58,9,13,1,5,25,4,58,1
2395,58,1,58,9,13,1,5,25,4,58,1
2396,58,1,58,9,13,1,5,25,4,58,1
2397,58,1,58,9,13,1,5,25,4,58,1
2398,58,1,58,9,13,1,5,25,4,58,1
2399,58,1,58,9,13,1,5,25,4,58,1
2400,58,1,58,9,13,1,5,25,4,58,1
2401,58,1,58,9,13,1,5,25,4,58,1
2402,58,1,58,9,13,1,5,25,4,58,1
2403,58,1,58,9,13,1,5,25,4,58,1
2404,58,1,58,9,13,1,5,25,4,58,1
2405,58,1,58,9,13,1,5,25,4,58,1
2406,58,1,58,9,13,1,5,25,4,58,1
2407,58,1,58,9,13,1,5,25,4,58,1
2408,58,1,58,9,13,1,5,25,4,58,1
2409,58,1,58,9,13,1,5,25,4,58,1
2410,58,1,58,9,13,1,5,25,4,58,1
2411,58,1,58,9,13,1,5,25,4,58,1
2412,58,1,58,9,13,1,5,25,4,58,1
2413,58,1,58,9,13,1,5,25,4,58,1
2414,58,1,58,9,13,1,5,25,4,58,1
2415,58,1,58,9,13,1,5,25,4,58,1
2416,58,1,58,9,13,1,5,25,4,58,1
2417,58,1,58,9,13,1,5,25,4,58,1
2418,58,1,58,9,13,1,5,25,4,58,1
2419,58,1,58,9,13,1,5,25,4,58,1
2420,238,220,139,3,102,235,192,196,6,149,0
2421,139,145,189,245,218,254,248,188,180,65,0
2422,142,84,186,49,129,97,76,265,28,208,0
2423,197,100,171,199,277,67,172,67,41,226,0
2424,9,225,64,256,238,12,44,77,221,93,0
2425,3,214,35,137,258,275,78,140,141,18,0
2426,206,179,45,133,102,231,206,94,150,205,0
2427,84,218,269,211,202,211,16,205,6,184,0
2428,177,13,260,71,142,273,142,259,96,103,0
2429,213,41,172,99,86,11,90,104,260,247,0
2430,151,149,37,258,1,63,252,6,278,165,0
2431,267,115,226,185,91,26,99,170,202,60,0
2432,66,142,263,264,257,260,212,164,11,263,0
2433,241,195,116,215,89,133,223,186,187,100,0
2434,150,80,96,146,9,84,203,72,230,270,0
2435,162,74,169,85,208,198,160,130,20,115,0
2436,214,239,217,110,66,15,43,23,3,119,0
2437,187,178,218,162,127,122,76,58,65,256,0
2438,178,274,250,105,215,257,139,29,230,256,0
2439,224,147,262,245,10,203,195,216,23,36,0
2440,137,210,127,163,119,158,270,93,198,64,0
2441,105,211,5,162,175,276,171,45,245,90,0
2442,64,275,110,266,279,219,101,70,68,159,0
2443,73,144,182,232,132,60,241,9,231,56,0
2444,268,144,110,152,26,65,3,129,62,173,0
2445,82,88,8,144,209,51,70,231,73,132,0
2446,233,144,45,262,78,76,214,248,157,103,0
2447,232,103,257,225,253,161,188,28,36,267,0
2448,158,77,214,11,35,240,268,18,231,245,0
2449,72,1,222,135,207,196,107,114,104,108,0
2450,253,252,4,247,153,180,266,90,80,167,0
2451,165,254,87,18,68,240,245,2,118,179,0
2452,148,143,223,120,167,215,188,141,188,222,0
2453,143,20,45,227,215,210,265,207,112,216,0
2454,203,238,10,6,44,167,72,251,41,152,0
2455,40,82,203,115,162,182,47,29,214,149,0
2456,210,133,95,243,99,170,182,110,69,20,0
2457,156,94,103,5,247,79,153,273,8,191,0
2458,205,200,23,179,200,172,268,94,212,117,0
2459,259,241,147,18,235,69,266,83,275,157,0
2460,47,34,65,89,73,271,81,181,171,66,0
2461,206,257,204,52,176,57,238,262,250,149,0
2462,40,211,126,107,275,194,112,239,62,163,0
2463,228,164,150,138,276,165,133,153,26,197,0
2464,5,56,127,276,81,200,142,122,161,278,0
2465,167,6,169,83,195,144,156,191,249,213,0
2466,218,277,44,104,131,266,89,93,87,151,0
2467,136,273,68,118,46,13,82,42,268,138,0
2468,222,95,201,70,161,176,183,260,21,47,0
2469,268,50,67,39,207,84,260,5,108,85,0
2470,74,173,86,62,58,265,128,63,137,188,0
2471,72,67,248,21,193,136,101,215,260,147,0
2472,23,205,146,258,38,67,1,115,20,223,0
2473,56,19,28,95,160,232,150,156,65,135,0
2474,196,67,30,74,100,132,102,57,169,260,0
2475,120,113,152,245,162,106,165,262,190,27,0
2476,120,181,130,96,136,56,50,227,33,115,0
2477,220,113,37,171,184,19,53,33,34,188,0
2478,146,155,85,195,236,172,182,46,29,276,0
2479,19,3,19,13,7,60,60,60,60,19,1
2480,19,3,19,13,7,60,60,60,60,19,1
2481,19,3,19,13,7,60,60,60,60,19,1
2482,19,3,19,13,7,60,60,60,60,19,1
2483,19,3,19,13,7,60,60,60,60,19,1
2484,19,3,19,13,7,60,60,60,60,19,1
2485,19,3,19,13,7,60,60,60,60,19,1
2486,19,3,19,13,7,60,60,60,60,19,1
2487,19,3,19,13,7,60,60,60,60,19,1
2488,19,3,19,13,7,60,60,60,60,19,1
2489,19,3,19,13,7,60,60,60,60,19,1
2490,19,3,19,13,7,60,60,60,60,19,1
2491,19,3,19,13,7,60,60,60,60,19,1
2492,19,3,19,13,7,60,60,60,60,19,1
2493,19,3,19,13,7,60,60,60,60,19,1
2494,19,3,19,13,7,60,60,60,60,19,1
2495,19,3,19,13,7,60,60,60,60,19,1
2496,19,3,19,13,7,60,60,60,60,19,1
2497,19,3,19,13,7,60,60,60,60,19,1
2498,19,3,19,13,7,60,60,60,60,19,1
2499,19,3,19,13,7,60,60,60,60,19,1
2500,19,3,19,13,7,60,60,60,60,19,1
2501,19,3,19,13,7,60,60,60,60,19,1
2502,19,3,19,13,7,60,60,60,60,19,1
2503,19,3,19,13,7,60,60,60,60,19,1
2504,19,3,19,13,7,60,60,60,60,19,1
2505,19,3,19,13,7,60,60,60,60,19,1
2506,19,3,19,13,7,60,60,60,60,19,1
2507,19,3,19,13,7,60,60,60,60,19,1
2508,19,3,19,13,7,60,60,60,60,19,1
2509,19,3,19,13,7,60,60,60,60,19,1
2510,19,3,19,13,7,60,60,60,60,19,1
2511,19,3,19,13,7,60,60,60,60,19,1
2512,19,3,19,13,7,60,60,60,60,19,1
2513,19,3,19,13,7,60,60,60,60,19,1
2514,19,3,19,13,7,60,60,60,60,19,1
2515,19,3,19,13,7,60,60,60,60,19,1
2516,19,3,19,13,7,60,60,60,60,19,1
2517,19,3,19,13,7,60,60,60,60,19,1
2518,19,3,19,13,7,60,60,60,60,19,1
2519,19,3,19,13,7,60,60,60,60,19,1
2520,19,3,19,13,7,60,60,60,60,19,1
2521,19,3,19,13,7,60,60,60,60,19,1
2522,19,3,19,13,7,60,60,60,60,19,1
2523,19,3,19,13,7,60,60,60,60,19,1
2524,19,3,19,13,7,60,60,60,60,19,1
2525,19,3,19,13,7,60,60,60,60,19,1
2526,19,3,19,13,7,60,60,60,60,19,1
2527,19,3,19,13,7,60,60,60,60,19,1
2528,19,3,19,13,7,60,60,60,60,19,1
2529,19,3,19,13,7,60,60,60,60,19,1
2530,19,3,19,13,7,60,60,60,60,19,1
2531,19,3,19,13,7,60,60,60,60,19,1
2532,19,3,19,13,7,60,60,60,60,19,1
2533,19,3,19,13,7,60,60,60,60,19,1
2534,19,3,19,13,7,60,60,60,60,19,1
2535,19,3,19,13,7,60,60,60,60,19,1
2536,19,3,19,13,7,60,60,60,60,19,1
2537,19,3,19,13,7,60,60,60,60,19,1
2538,42,190,163,114,93,210,129,245,200,60,0
2539,2,58,110,56,1,104,171,50,111,111,0
2540,34,110,9,247,121,27,102,125,59,25,0
2541,114,80,162,2,82,74,174,253,197,258,0
2542,135,229,58,30,219,232,36,213,156,251,0
2543,79,259,9,115,53,197,103,86,98,124,0
2544,252,256,256,111,25,202,160,161,193,148,0
2545,158,138,242,203,71,90,110,190,34,79,0
2546,6,146,144,63,196,102,81,177,220,169,0
2547,85,150,231,142,171,6,179,73,233,68,0
2548,258,172,81,107,260,19,204,114,76,206,0
2549,175,242,117,60,6,161,239,195,81,31,0
2550,66,182,10,78,61,64,167,46,132,189,0
2551,234,46,204,224,234,231,235,231,62,66,0
2552,201,11,158,250,221,59,14,60,78,215,0
2553,264,115,191,266,229,232,261,105,184,30,0
2554,128,9,62,211,219,133,61,267,210,52,0
2555,208,23,216,201,53,91,18,100,92,13,0
2556,92,38,268,224,189,274,123,56,25,206,0
2557,1,153,51,233,266,56,237,30,134,203,0
2558,14,231,183,12,22,221,263,168,217,147,0
2559,155,62,197,259,279,227,66,152,23,131,0
2560,158,67,64,186,58,241,41,240,132,48,0
2561,121,10,33,10,86,141,247,163,199,230,0
2562,124,245,55,93,239,51,14,184,33,98,0
2563,270,44,255,11,71,62,223,204,159,7,0
2564,189,223,242,118,121,59,241,207,78,110,0
2565,130,17,153,204,45,54,68,265,174,187,0
2566,238,34,107,159,233,202,35,121,128,24,0
2567,113,41,107,94,220,153,217,68,45,277,0
2568,72,51,205,69,139,94,32,235,57,66,0
2569,97,144,22,182,258,145,208,165,49,14,0
2570,64,184,58,179,59,65,237,192,260,43,0
2571,141,123,128,221,202,69,54,5,12,82,0
2572,49,177,236,26,107,240,224,212,192,159,0
2573,179,131,211,168,215,96,185,149,232,190,0
2574,8,219,246,109,244,217,30,126,222,135,0
2575,190,78,97,195,91,254,155,126,273,142,0
2576,44,173,190,146,14,124,267,92,200,62,0
2577,256,81,273,135,35,216,54,18,181,77,0
2578,216,254,57,180,165,51,98,136,105,27,0
2579,39,107,264,275,158,64,59,264,202,196,0
2580,21,239,66,147,25,77,168,239,106,205,0
2581,35,267,102,152,242,78,144,22,124,211,0
2582,217,154,241,133,186,68,46,96,104,24,0
2583,257,275,116,204,154,89,14,96,66,86,0
2584,269,221,267,167,222,95,212,58,215,39,0
2585,111,277,47,257,208,154,36,165,124,80,0
2586,192,129,84,205,144,187,28,247,178,123,0
2587,117,130,227,207,3,155,259,113,243,275,0
2588,14,107,245,200,159,67,66,70,226,241,0
2589,243,42,6,13,181,30,230,125,276,264,0
2590,67,36,3,206,112,199,110,172,25,152,0
